"county","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi","category","sale.dollars","sale.volume"
"Dallas",95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,"Whisky",837213,49908
"Dallas",95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,"Gin",53943,3787
"Dallas",95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,"Schnapps",45283,3445
"Dallas",95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,"Tequila",134630,9037
"Dallas",95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,"Amaretto",5809,448
"Dallas",95.5,47.4,2.2,43120,78074,71336,912,38,2984,79,884,1841,"Misc",185121,11263
"Davis",86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,"Rum",12770,900
"Davis",86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,"Gin",1335,147
"Davis",86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,"Distilled Spirits",808,38
"Davis",86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,"Tequila",2479,202
"Davis",86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,"Brandy",2610,260
"Davis",86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,"Schnapps",5075,427
"Davis",86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,"Whisky",38159,2533
"Davis",86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,"Misc",5413,439
"Davis",86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,"Amaretto",311,36
"Davis",86.7,16.6,4.1,28739,8768,8605,16,0,24,0,0,123,"Vodka",24550,2947
"Decatur",86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,"Misc",10771,495
"Decatur",86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,"Gin",2416,189
"Decatur",86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,"Whisky",70751,4227
"Decatur",86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,"Rum",21841,1475
"Decatur",86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,"Distilled Spirits",491,21
"Decatur",86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,"Schnapps",11070,833
"Decatur",86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,"Amaretto",708,55
"Decatur",86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,"Brandy",3901,249
"Decatur",86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,"Tequila",5673,317
"Decatur",86.9,20.1,5.8,20577,8210,7815,163,37,43,18,21,113,"Vodka",37757,3785
"Delaware",90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,"Vodka",146740,14422
"Delaware",90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,"Brandy",18534,1300
"Delaware",90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,"Whisky",377958,27042
"Delaware",90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,"Misc",75640,4273
"Delaware",90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,"Schnapps",61342,4508
"Delaware",90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,"Gin",13660,1037
"Delaware",90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,"Tequila",37682,2592
"Delaware",90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,"Rum",148740,9887
"Delaware",90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,"Distilled Spirits",3157,214
"Delaware",90.7,15.1,3.4,31331,17445,17154,33,5,63,0,13,177,"Amaretto",2598,248
"Des Moines",92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,"Misc",271480,15114
"Des Moines",92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,"Whisky",1089954,64929
"Des Moines",92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,"Brandy",262735,11035
"Des Moines",92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,"Schnapps",159576,12630
"Des Moines",92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,"Distilled Spirits",27809,2128
"Des Moines",92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,"Tequila",174684,9720
"Des Moines",92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,"Rum",423190,29840
"Des Moines",92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,"Vodka",904903,77026
"Des Moines",92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,"Gin",85675,6991
"Des Moines",92.2,19.6,5.7,26580,40114,36446,2239,68,179,0,92,1090,"Amaretto",11897,1144
"Dickinson",95.6,29,3.4,31194,17046,16622,62,42,51,16,57,196,"Schnapps",190200,12837
"Dickinson",95.6,29,3.4,31194,17046,16622,62,42,51,16,57,196,"Amaretto",11002,1268
"Dickinson",95.6,29,3.4,31194,17046,16622,62,42,51,16,57,196,"Whisky",1280749,86572
"Dickinson",95.6,29,3.4,31194,17046,16622,62,42,51,16,57,196,"Gin",115542,8356
"Dickinson",95.6,29,3.4,31194,17046,16622,62,42,51,16,57,196,"Brandy",51160,3720
"Dickinson",95.6,29,3.4,31194,17046,16622,62,42,51,16,57,196,"Distilled Spirits",28309,3111
"Dickinson",95.6,29,3.4,31194,17046,16622,62,42,51,16,57,196,"Misc",335294,20304
"Dickinson",95.6,29,3.4,31194,17046,16622,62,42,51,16,57,196,"Tequila",200112,13321
"Dickinson",95.6,29,3.4,31194,17046,16622,62,42,51,16,57,196,"Vodka",879700,78907
"Dickinson",95.6,29,3.4,31194,17046,16622,62,42,51,16,57,196,"Rum",672140,47477
"Dubuque",92.3,29.2,4,30044,96359,89975,2571,48,1230,338,290,1907,"Gin",213859,16388
"Dubuque",92.3,29.2,4,30044,96359,89975,2571,48,1230,338,290,1907,"Tequila",396923,22515
"Dubuque",92.3,29.2,4,30044,96359,89975,2571,48,1230,338,290,1907,"Schnapps",404441,28591
"Dubuque",92.3,29.2,4,30044,96359,89975,2571,48,1230,338,290,1907,"Amaretto",38446,3771
"Dubuque",92.3,29.2,4,30044,96359,89975,2571,48,1230,338,290,1907,"Distilled Spirits",56589,6568
"Dubuque",92.3,29.2,4,30044,96359,89975,2571,48,1230,338,290,1907,"Brandy",405281,19509
"Dubuque",92.3,29.2,4,30044,96359,89975,2571,48,1230,338,290,1907,"Vodka",1976563,169825
"Dubuque",92.3,29.2,4,30044,96359,89975,2571,48,1230,338,290,1907,"Whisky",2665411,169078
"Dubuque",92.3,29.2,4,30044,96359,89975,2571,48,1230,338,290,1907,"Misc",693468,41572
"Dubuque",92.3,29.2,4,30044,96359,89975,2571,48,1230,338,290,1907,"Rum",1244959,86793
"Emmet",89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,"Whisky",230789,17030
"Emmet",89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,"Schnapps",26548,2053
"Emmet",89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,"Brandy",11895,862
"Emmet",89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,"Amaretto",2224,255
"Emmet",89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,"Misc",49332,2989
"Emmet",89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,"Tequila",28145,1495
"Emmet",89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,"Distilled Spirits",3965,178
"Emmet",89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,"Rum",121294,8930
"Emmet",89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,"Vodka",126833,14070
"Emmet",89.6,17.5,5.3,26767,9820,9443,141,46,30,11,55,94,"Gin",8226,816
"Fayette",89.8,19.6,4.3,26288,20391,19497,270,109,154,0,66,295,"Brandy",25727,1950
"Fayette",89.8,19.6,4.3,26288,20391,19497,270,109,154,0,66,295,"Amaretto",4719,595
"Fayette",89.8,19.6,4.3,26288,20391,19497,270,109,154,0,66,295,"Rum",163182,12221
"Fayette",89.8,19.6,4.3,26288,20391,19497,270,109,154,0,66,295,"Whisky",473437,35844
"Fayette",89.8,19.6,4.3,26288,20391,19497,270,109,154,0,66,295,"Vodka",217891,23777
"Fayette",89.8,19.6,4.3,26288,20391,19497,270,109,154,0,66,295,"Tequila",50356,3391
"Fayette",89.8,19.6,4.3,26288,20391,19497,270,109,154,0,66,295,"Schnapps",84803,6972
"Fayette",89.8,19.6,4.3,26288,20391,19497,270,109,154,0,66,295,"Gin",14969,1482
"Fayette",89.8,19.6,4.3,26288,20391,19497,270,109,154,0,66,295,"Misc",80715,5071
"Fayette",89.8,19.6,4.3,26288,20391,19497,270,109,154,0,66,295,"Distilled Spirits",3499,166
"Floyd",89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,"Schnapps",78121,6109
"Floyd",89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,"Brandy",58143,3072
"Floyd",89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,"Misc",96878,5530
"Floyd",89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,"Whisky",403486,28639
"Floyd",89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,"Tequila",52311,3243
"Floyd",89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,"Rum",159656,11126
"Floyd",89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,"Distilled Spirits",4856,218
"Floyd",89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,"Gin",18606,1605
"Floyd",89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,"Vodka",213086,21397
"Floyd",89,19.7,3.5,27429,16004,15163,272,66,263,2,43,195,"Amaretto",5709,687
"Franklin",88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,"Amaretto",1595,206
"Franklin",88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,"Gin",7585,672
"Franklin",88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,"Distilled Spirits",2286,128
"Franklin",88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,"Misc",43158,2453
"Franklin",88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,"Whisky",198406,15103
"Franklin",88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,"Brandy",16182,1397
"Franklin",88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,"Tequila",35667,1747
"Franklin",88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,"Rum",66916,5072
"Franklin",88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,"Schnapps",25253,2069
"Franklin",88.6,16.7,5.4,30289,10393,9591,139,8,24,0,510,121,"Vodka",88030,9470
"Fremont",92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,"Tequila",679,33
"Fremont",92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,"Distilled Spirits",761,36
"Fremont",92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,"Amaretto",24,4
"Fremont",92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,"Misc",1241,51
"Fremont",92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,"Vodka",4383,425
"Fremont",92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,"Brandy",133,8
"Fremont",92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,"Gin",164,10
"Fremont",92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,"Schnapps",652,35
"Fremont",92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,"Rum",5883,317
"Fremont",92.1,21.4,3.9,32643,7019,6765,41,50,0,0,83,80,"Whisky",11133,670
"Greene",92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,"Tequila",17545,1227
"Greene",92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,"Whisky",162321,10953
"Greene",92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,"Brandy",4434,327
"Greene",92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,"Rum",74556,5420
"Greene",92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,"Misc",31483,1960
"Greene",92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,"Vodka",80745,7886
"Greene",92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,"Gin",8390,647
"Greene",92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,"Schnapps",16665,1200
"Greene",92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,"Amaretto",1739,185
"Greene",92.8,18,5.8,26795,9083,8887,14,16,44,5,0,117,"Distilled Spirits",2480,107
"Grundy",95.4,25.1,3.8,36396,12373,12169,42,4,77,0,8,73,"Distilled Spirits",2176,96
"Grundy",95.4,25.1,3.8,36396,12373,12169,42,4,77,0,8,73,"Whisky",120550,9608
"Grundy",95.4,25.1,3.8,36396,12373,12169,42,4,77,0,8,73,"Amaretto",1005,125
"Grundy",95.4,25.1,3.8,36396,12373,12169,42,4,77,0,8,73,"Gin",4100,351
"Grundy",95.4,25.1,3.8,36396,12373,12169,42,4,77,0,8,73,"Tequila",6561,427
"Grundy",95.4,25.1,3.8,36396,12373,12169,42,4,77,0,8,73,"Misc",16119,1030
"Grundy",95.4,25.1,3.8,36396,12373,12169,42,4,77,0,8,73,"Brandy",4924,404
"Grundy",95.4,25.1,3.8,36396,12373,12169,42,4,77,0,8,73,"Vodka",72358,8113
"Grundy",95.4,25.1,3.8,36396,12373,12169,42,4,77,0,8,73,"Schnapps",14953,1025
"Grundy",95.4,25.1,3.8,36396,12373,12169,42,4,77,0,8,73,"Rum",53069,3627
"Guthrie",92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,"Brandy",8664,736
"Guthrie",92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,"Tequila",20739,1501
"Guthrie",92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,"Rum",56550,3986
"Guthrie",92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,"Schnapps",13402,1173
"Guthrie",92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,"Whisky",197077,14063
"Guthrie",92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,"Distilled Spirits",3478,157
"Guthrie",92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,"Amaretto",823,77
"Guthrie",92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,"Gin",9886,901
"Guthrie",92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,"Misc",32032,2010
"Guthrie",92.1,20.5,3.3,31155,10691,10418,26,31,7,0,68,141,"Vodka",107500,10216
"Hamilton",92.2,22,3,32408,15227,14213,97,0,387,0,369,161,"Distilled Spirits",3431,178
"Hamilton",92.2,22,3,32408,15227,14213,97,0,387,0,369,161,"Tequila",40711,2702
"Hamilton",92.2,22,3,32408,15227,14213,97,0,387,0,369,161,"Vodka",176283,19101
"Hamilton",92.2,22,3,32408,15227,14213,97,0,387,0,369,161,"Gin",14333,1313
"Hamilton",92.2,22,3,32408,15227,14213,97,0,387,0,369,161,"Schnapps",33180,2549
"Hamilton",92.2,22,3,32408,15227,14213,97,0,387,0,369,161,"Amaretto",2420,281
"Hamilton",92.2,22,3,32408,15227,14213,97,0,387,0,369,161,"Whisky",325369,24414
"Hamilton",92.2,22,3,32408,15227,14213,97,0,387,0,369,161,"Misc",63166,4315
"Hamilton",92.2,22,3,32408,15227,14213,97,0,387,0,369,161,"Rum",114379,8383
"Hamilton",92.2,22,3,32408,15227,14213,97,0,387,0,369,161,"Brandy",32921,1999
"Hancock",92.7,19.9,1.8,31848,11006,10661,86,19,40,9,34,157,"Amaretto",1144,98
"Hancock",92.7,19.9,1.8,31848,11006,10661,86,19,40,9,34,157,"Schnapps",13356,1247
"Hancock",92.7,19.9,1.8,31848,11006,10661,86,19,40,9,34,157,"Brandy",7079,642
"Hancock",92.7,19.9,1.8,31848,11006,10661,86,19,40,9,34,157,"Gin",3281,312
"Hancock",92.7,19.9,1.8,31848,11006,10661,86,19,40,9,34,157,"Tequila",10737,776
"Hancock",92.7,19.9,1.8,31848,11006,10661,86,19,40,9,34,157,"Whisky",118144,10089
"Hancock",92.7,19.9,1.8,31848,11006,10661,86,19,40,9,34,157,"Distilled Spirits",1086,49
"Hancock",92.7,19.9,1.8,31848,11006,10661,86,19,40,9,34,157,"Misc",15210,1065
"Hancock",92.7,19.9,1.8,31848,11006,10661,86,19,40,9,34,157,"Vodka",62175,7157
"Hancock",92.7,19.9,1.8,31848,11006,10661,86,19,40,9,34,157,"Rum",47115,3334
"Hardin",91.7,20.4,3.4,30218,17324,16615,215,35,118,0,120,221,"Gin",28837,2382
"Hardin",91.7,20.4,3.4,30218,17324,16615,215,35,118,0,120,221,"Tequila",54986,3693
"Hardin",91.7,20.4,3.4,30218,17324,16615,215,35,118,0,120,221,"Schnapps",52218,3899
"Hardin",91.7,20.4,3.4,30218,17324,16615,215,35,118,0,120,221,"Whisky",536201,36671
"Hardin",91.7,20.4,3.4,30218,17324,16615,215,35,118,0,120,221,"Brandy",22558,1657
"Hardin",91.7,20.4,3.4,30218,17324,16615,215,35,118,0,120,221,"Rum",192917,13619
"Hardin",91.7,20.4,3.4,30218,17324,16615,215,35,118,0,120,221,"Misc",97965,5777
"Hardin",91.7,20.4,3.4,30218,17324,16615,215,35,118,0,120,221,"Vodka",265031,27389
"Hardin",91.7,20.4,3.4,30218,17324,16615,215,35,118,0,120,221,"Amaretto",6227,675
"Hardin",91.7,20.4,3.4,30218,17324,16615,215,35,118,0,120,221,"Distilled Spirits",8732,730
"Harrison",91,17.4,2.8,32019,14335,13978,7,66,44,7,35,198,"Rum",80717,6053
"Harrison",91,17.4,2.8,32019,14335,13978,7,66,44,7,35,198,"Misc",38385,2413
"Harrison",91,17.4,2.8,32019,14335,13978,7,66,44,7,35,198,"Vodka",78350,7947
"Harrison",91,17.4,2.8,32019,14335,13978,7,66,44,7,35,198,"Whisky",191314,12804
"Harrison",91,17.4,2.8,32019,14335,13978,7,66,44,7,35,198,"Distilled Spirits",2910,154
"Harrison",91,17.4,2.8,32019,14335,13978,7,66,44,7,35,198,"Brandy",6310,544
"Harrison",91,17.4,2.8,32019,14335,13978,7,66,44,7,35,198,"Gin",5729,547
"Harrison",91,17.4,2.8,32019,14335,13978,7,66,44,7,35,198,"Schnapps",27755,2424
"Harrison",91,17.4,2.8,32019,14335,13978,7,66,44,7,35,198,"Amaretto",1108,124
"Harrison",91,17.4,2.8,32019,14335,13978,7,66,44,7,35,198,"Tequila",22122,1547
"Henry",92,18.8,4.9,29894,19941,18325,419,58,528,11,246,354,"Brandy",39222,2340
"Henry",92,18.8,4.9,29894,19941,18325,419,58,528,11,246,354,"Gin",24161,2116
"Henry",92,18.8,4.9,29894,19941,18325,419,58,528,11,246,354,"Rum",132003,9054
"Henry",92,18.8,4.9,29894,19941,18325,419,58,528,11,246,354,"Misc",99507,5203
"Henry",92,18.8,4.9,29894,19941,18325,419,58,528,11,246,354,"Whisky",391370,24298
"Henry",92,18.8,4.9,29894,19941,18325,419,58,528,11,246,354,"Schnapps",52435,3928
"Henry",92,18.8,4.9,29894,19941,18325,419,58,528,11,246,354,"Tequila",47377,3100
"Henry",92,18.8,4.9,29894,19941,18325,419,58,528,11,246,354,"Vodka",232506,21220
"Henry",92,18.8,4.9,29894,19941,18325,419,58,528,11,246,354,"Distilled Spirits",8180,354
"Henry",92,18.8,4.9,29894,19941,18325,419,58,528,11,246,354,"Amaretto",2498,293
"Howard",88.9,13.2,3.7,29845,9430,9271,31,0,24,0,13,91,"Vodka",141754,15683
"Howard",88.9,13.2,3.7,29845,9430,9271,31,0,24,0,13,91,"Rum",137195,9755
"Howard",88.9,13.2,3.7,29845,9430,9271,31,0,24,0,13,91,"Gin",11934,965
"Howard",88.9,13.2,3.7,29845,9430,9271,31,0,24,0,13,91,"Schnapps",76859,6029
"Howard",88.9,13.2,3.7,29845,9430,9271,31,0,24,0,13,91,"Amaretto",2637,303
"Howard",88.9,13.2,3.7,29845,9430,9271,31,0,24,0,13,91,"Misc",65745,3818
"Howard",88.9,13.2,3.7,29845,9430,9271,31,0,24,0,13,91,"Distilled Spirits",1727,81
"Howard",88.9,13.2,3.7,29845,9430,9271,31,0,24,0,13,91,"Brandy",31322,2852
"Howard",88.9,13.2,3.7,29845,9430,9271,31,0,24,0,13,91,"Whisky",250703,18694
"Howard",88.9,13.2,3.7,29845,9430,9271,31,0,24,0,13,91,"Tequila",27531,1780
"Humboldt",93.1,19.9,3.9,30527,9607,9416,15,19,28,0,4,125,"Misc",53489,3511
"Humboldt",93.1,19.9,3.9,30527,9607,9416,15,19,28,0,4,125,"Distilled Spirits",2725,124
"Humboldt",93.1,19.9,3.9,30527,9607,9416,15,19,28,0,4,125,"Rum",103578,7459
"Humboldt",93.1,19.9,3.9,30527,9607,9416,15,19,28,0,4,125,"Amaretto",3304,374
"Humboldt",93.1,19.9,3.9,30527,9607,9416,15,19,28,0,4,125,"Whisky",260933,19343
"Humboldt",93.1,19.9,3.9,30527,9607,9416,15,19,28,0,4,125,"Vodka",121886,12742
"Humboldt",93.1,19.9,3.9,30527,9607,9416,15,19,28,0,4,125,"Brandy",13430,1197
"Humboldt",93.1,19.9,3.9,30527,9607,9416,15,19,28,0,4,125,"Tequila",29102,2016
"Humboldt",93.1,19.9,3.9,30527,9607,9416,15,19,28,0,4,125,"Gin",7877,720
"Humboldt",93.1,19.9,3.9,30527,9607,9416,15,19,28,0,4,125,"Schnapps",27901,1897
"Ida",93.3,19,3.6,29776,7041,6885,6,56,22,0,21,51,"Tequila",14845,818
"Ida",93.3,19,3.6,29776,7041,6885,6,56,22,0,21,51,"Distilled Spirits",1335,67
"Ida",93.3,19,3.6,29776,7041,6885,6,56,22,0,21,51,"Brandy",8360,720
"Ida",93.3,19,3.6,29776,7041,6885,6,56,22,0,21,51,"Gin",10263,897
"Ida",93.3,19,3.6,29776,7041,6885,6,56,22,0,21,51,"Misc",36320,1900
"Ida",93.3,19,3.6,29776,7041,6885,6,56,22,0,21,51,"Amaretto",1895,248
"Ida",93.3,19,3.6,29776,7041,6885,6,56,22,0,21,51,"Rum",79841,5452
"Ida",93.3,19,3.6,29776,7041,6885,6,56,22,0,21,51,"Schnapps",28467,2122
"Ida",93.3,19,3.6,29776,7041,6885,6,56,22,0,21,51,"Whisky",224072,15710
"Ida",93.3,19,3.6,29776,7041,6885,6,56,22,0,21,51,"Vodka",70136,6992
"Iowa",92.1,18.6,1.8,31660,16326,15972,105,8,26,10,49,156,"Amaretto",2198,274
"Iowa",92.1,18.6,1.8,31660,16326,15972,105,8,26,10,49,156,"Tequila",18281,1386
"Iowa",92.1,18.6,1.8,31660,16326,15972,105,8,26,10,49,156,"Brandy",14560,1324
"Iowa",92.1,18.6,1.8,31660,16326,15972,105,8,26,10,49,156,"Rum",76899,6163
"Iowa",92.1,18.6,1.8,31660,16326,15972,105,8,26,10,49,156,"Schnapps",39788,3513
"Iowa",92.1,18.6,1.8,31660,16326,15972,105,8,26,10,49,156,"Gin",8470,739
"Iowa",92.1,18.6,1.8,31660,16326,15972,105,8,26,10,49,156,"Misc",36873,2658
"Iowa",92.1,18.6,1.8,31660,16326,15972,105,8,26,10,49,156,"Vodka",134843,14850
"Iowa",92.1,18.6,1.8,31660,16326,15972,105,8,26,10,49,156,"Whisky",260797,20105
"Iowa",92.1,18.6,1.8,31660,16326,15972,105,8,26,10,49,156,"Distilled Spirits",2298,123
"Jackson",91.2,16.5,4.8,30949,19529,18947,70,15,78,120,33,266,"Whisky",463208,33861
"Jackson",91.2,16.5,4.8,30949,19529,18947,70,15,78,120,33,266,"Gin",17890,1584
"Jackson",91.2,16.5,4.8,30949,19529,18947,70,15,78,120,33,266,"Misc",95635,6045
"Jackson",91.2,16.5,4.8,30949,19529,18947,70,15,78,120,33,266,"Amaretto",5686,754
"Jackson",91.2,16.5,4.8,30949,19529,18947,70,15,78,120,33,266,"Distilled Spirits",3018,136
"Jackson",91.2,16.5,4.8,30949,19529,18947,70,15,78,120,33,266,"Vodka",208075,21046
"Jackson",91.2,16.5,4.8,30949,19529,18947,70,15,78,120,33,266,"Tequila",37510,2500
"Jackson",91.2,16.5,4.8,30949,19529,18947,70,15,78,120,33,266,"Brandy",22715,1916
"Jackson",91.2,16.5,4.8,30949,19529,18947,70,15,78,120,33,266,"Schnapps",102001,7738
"Jackson",91.2,16.5,4.8,30949,19529,18947,70,15,78,120,33,266,"Rum",188039,12474
"Jasper",92.4,17.9,4.9,30841,36715,35174,550,71,191,41,74,614,"Vodka",390391,39259
"Jasper",92.4,17.9,4.9,30841,36715,35174,550,71,191,41,74,614,"Tequila",97579,6677
"Jasper",92.4,17.9,4.9,30841,36715,35174,550,71,191,41,74,614,"Rum",253878,19340
"Jasper",92.4,17.9,4.9,30841,36715,35174,550,71,191,41,74,614,"Brandy",50335,2949
"Jasper",92.4,17.9,4.9,30841,36715,35174,550,71,191,41,74,614,"Amaretto",8886,1139
"Jasper",92.4,17.9,4.9,30841,36715,35174,550,71,191,41,74,614,"Gin",33405,2898
"Jasper",92.4,17.9,4.9,30841,36715,35174,550,71,191,41,74,614,"Schnapps",59396,4886
