"county","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi","category","sale.dollars","sale.volume"
"Jasper",92.4,17.9,4.9,30841,36715,35174,550,71,191,41,74,614,"Distilled Spirits",22410,1417
"Jasper",92.4,17.9,4.9,30841,36715,35174,550,71,191,41,74,614,"Misc",149406,8923
"Jasper",92.4,17.9,4.9,30841,36715,35174,550,71,191,41,74,614,"Whisky",663642,44416
"Jefferson",94.9,33.1,6.6,25128,17662,14839,1011,2,825,0,423,562,"Distilled Spirits",5203,234
"Jefferson",94.9,33.1,6.6,25128,17662,14839,1011,2,825,0,423,562,"Tequila",45192,2406
"Jefferson",94.9,33.1,6.6,25128,17662,14839,1011,2,825,0,423,562,"Misc",71499,4118
"Jefferson",94.9,33.1,6.6,25128,17662,14839,1011,2,825,0,423,562,"Vodka",178949,16470
"Jefferson",94.9,33.1,6.6,25128,17662,14839,1011,2,825,0,423,562,"Gin",21218,1556
"Jefferson",94.9,33.1,6.6,25128,17662,14839,1011,2,825,0,423,562,"Schnapps",31685,2481
"Jefferson",94.9,33.1,6.6,25128,17662,14839,1011,2,825,0,423,562,"Brandy",17039,1102
"Jefferson",94.9,33.1,6.6,25128,17662,14839,1011,2,825,0,423,562,"Rum",125181,9091
"Jefferson",94.9,33.1,6.6,25128,17662,14839,1011,2,825,0,423,562,"Amaretto",3710,360
"Jefferson",94.9,33.1,6.6,25128,17662,14839,1011,2,825,0,423,562,"Whisky",307302,17641
"Johnson",94.7,52.4,3.2,28190,142006,118240,8666,199,8737,151,2996,3017,"Rum",1827454,131848
"Johnson",94.7,52.4,3.2,28190,142006,118240,8666,199,8737,151,2996,3017,"Amaretto",52411,3982
"Johnson",94.7,52.4,3.2,28190,142006,118240,8666,199,8737,151,2996,3017,"Distilled Spirits",54407,3886
"Johnson",94.7,52.4,3.2,28190,142006,118240,8666,199,8737,151,2996,3017,"Schnapps",515505,36520
"Johnson",94.7,52.4,3.2,28190,142006,118240,8666,199,8737,151,2996,3017,"Tequila",1164141,67061
"Johnson",94.7,52.4,3.2,28190,142006,118240,8666,199,8737,151,2996,3017,"Misc",1447085,82560
"Johnson",94.7,52.4,3.2,28190,142006,118240,8666,199,8737,151,2996,3017,"Gin",683322,45391
"Johnson",94.7,52.4,3.2,28190,142006,118240,8666,199,8737,151,2996,3017,"Vodka",4432845,347672
"Johnson",94.7,52.4,3.2,28190,142006,118240,8666,199,8737,151,2996,3017,"Brandy",617356,26245
"Johnson",94.7,52.4,3.2,28190,142006,118240,8666,199,8737,151,2996,3017,"Whisky",5456686,274111
"Jones",92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195,"Rum",179294,12795
"Jones",92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195,"Brandy",22259,1882
"Jones",92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195,"Whisky",422302,32952
"Jones",92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195,"Misc",97127,6125
"Jones",92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195,"Amaretto",3222,401
"Jones",92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195,"Tequila",39266,2823
"Jones",92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195,"Gin",13987,1212
"Jones",92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195,"Vodka",235494,25652
"Jones",92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195,"Distilled Spirits",4413,270
"Jones",92.1,16.7,4.5,31388,20481,19578,431,124,104,0,49,195,"Schnapps",67893,5641
"Keokuk",91.3,17,5.5,30379,10234,10026,1,7,51,7,35,107,"Tequila",5027,439
"Keokuk",91.3,17,5.5,30379,10234,10026,1,7,51,7,35,107,"Rum",19888,1603
"Keokuk",91.3,17,5.5,30379,10234,10026,1,7,51,7,35,107,"Amaretto",616,83
"Keokuk",91.3,17,5.5,30379,10234,10026,1,7,51,7,35,107,"Brandy",4132,387
"Keokuk",91.3,17,5.5,30379,10234,10026,1,7,51,7,35,107,"Vodka",25958,3276
"Keokuk",91.3,17,5.5,30379,10234,10026,1,7,51,7,35,107,"Schnapps",13145,1181
"Keokuk",91.3,17,5.5,30379,10234,10026,1,7,51,7,35,107,"Whisky",56126,4381
"Keokuk",91.3,17,5.5,30379,10234,10026,1,7,51,7,35,107,"Misc",10765,644
"Keokuk",91.3,17,5.5,30379,10234,10026,1,7,51,7,35,107,"Gin",2400,240
"Keokuk",91.3,17,5.5,30379,10234,10026,1,7,51,7,35,107,"Distilled Spirits",312,15
"Kossuth",94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146,"Amaretto",6632,761
"Kossuth",94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146,"Rum",262215,18554
"Kossuth",94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146,"Whisky",660384,47978
"Kossuth",94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146,"Misc",138565,7885
"Kossuth",94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146,"Distilled Spirits",9157,698
"Kossuth",94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146,"Gin",22472,1766
"Kossuth",94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146,"Brandy",33421,2782
"Kossuth",94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146,"Schnapps",86413,6490
"Kossuth",94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146,"Vodka",258291,23897
"Kossuth",94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146,"Tequila",60968,3940
"Lee",91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993,"Whisky",1216591,71385
"Lee",91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993,"Brandy",86833,5378
"Lee",91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993,"Misc",292287,15142
"Lee",91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993,"Distilled Spirits",29232,3111
"Lee",91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993,"Tequila",188375,10261
"Lee",91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993,"Schnapps",250612,18519
"Lee",91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993,"Vodka",685252,64075
"Lee",91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993,"Gin",56975,4951
"Lee",91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993,"Rum",459113,32823
"Lee",91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993,"Amaretto",11300,1178
"Linn",94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871,"Vodka",5817847,503429
"Linn",94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871,"Brandy",1144477,52820
"Linn",94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871,"Schnapps",1145099,81166
"Linn",94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871,"Amaretto",82743,7326
"Linn",94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871,"Rum",2980222,214655
"Linn",94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871,"Whisky",7245814,425202
"Linn",94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871,"Tequila",1519643,87932
"Linn",94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871,"Misc",2266978,148465
"Linn",94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871,"Gin",655811,47472
"Linn",94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871,"Distilled Spirits",353111,42013
"Louisa",82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39,"Vodka",34098,3772
"Louisa",82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39,"Rum",48179,3171
"Louisa",82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39,"Misc",10850,706
"Louisa",82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39,"Tequila",12467,711
"Louisa",82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39,"Amaretto",451,56
"Louisa",82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39,"Schnapps",7584,663
"Louisa",82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39,"Brandy",25461,1508
"Louisa",82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39,"Whisky",83654,5979
"Louisa",82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39,"Gin",2225,237
"Louisa",82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39,"Distilled Spirits",1037,51
"Lucas",91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164,"Gin",6138,521
"Lucas",91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164,"Amaretto",1303,99
"Lucas",91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164,"Brandy",7262,583
"Lucas",91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164,"Tequila",13575,898
"Lucas",91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164,"Misc",36050,2168
"Lucas",91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164,"Distilled Spirits",3021,136
"Lucas",91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164,"Vodka",75040,6887
"Lucas",91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164,"Schnapps",18500,1473
"Lucas",91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164,"Rum",48343,3524
"Lucas",91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164,"Whisky",160687,10395
"Lyon",90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108,"Amaretto",4526,463
"Lyon",90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108,"Gin",6308,456
"Lyon",90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108,"Rum",149521,9718
"Lyon",90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108,"Brandy",18360,1544
"Lyon",90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108,"Distilled Spirits",2368,115
"Lyon",90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108,"Whisky",284790,20055
"Lyon",90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108,"Vodka",97451,9217
"Lyon",90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108,"Schnapps",47098,3221
"Lyon",90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108,"Tequila",18964,878
"Lyon",90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108,"Misc",44056,2592
"Madison",94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84,"Misc",55644,3536
"Madison",94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84,"Tequila",37164,2838
"Madison",94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84,"Gin",12733,1025
"Madison",94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84,"Amaretto",1514,158
"Madison",94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84,"Whisky",284301,18601
"Madison",94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84,"Distilled Spirits",5294,387
"Madison",94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84,"Vodka",144499,14312
"Madison",94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84,"Brandy",9486,707
"Madison",94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84,"Schnapps",19592,1310
"Madison",94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84,"Rum",80602,5765
"Mahaska",91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267,"Vodka",267717,25629
"Mahaska",91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267,"Misc",104862,6317
"Mahaska",91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267,"Distilled Spirits",14123,1276
"Mahaska",91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267,"Rum",165343,11938
"Mahaska",91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267,"Schnapps",60290,4733
"Mahaska",91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267,"Tequila",59604,3956
"Mahaska",91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267,"Whisky",460294,28193
"Mahaska",91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267,"Gin",24086,1991
"Mahaska",91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267,"Amaretto",7400,785
"Mahaska",91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267,"Brandy",36103,2507
"Marion",92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503,"Amaretto",9864,1063
"Marion",92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503,"Distilled Spirits",18040,1103
"Marion",92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503,"Tequila",109850,7233
"Marion",92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503,"Schnapps",80811,5933
"Marion",92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503,"Whisky",703511,43319
"Marion",92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503,"Gin",40409,3339
"Marion",92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503,"Brandy",35541,2502
"Marion",92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503,"Misc",171639,10146
"Marion",92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503,"Rum",300248,21691
"Marion",92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503,"Vodka",399686,36324
"Marshall",84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067,"Distilled Spirits",21266,1977
"Marshall",84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067,"Misc",256019,15562
"Marshall",84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067,"Tequila",194806,9185
"Marshall",84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067,"Brandy",138997,6902
"Marshall",84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067,"Gin",75245,6072
"Marshall",84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067,"Vodka",602284,56237
"Marshall",84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067,"Amaretto",9629,994
"Marshall",84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067,"Schnapps",110742,8819
"Marshall",84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067,"Whisky",1088565,67636
"Marshall",84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067,"Rum",353266,25722
"Mills",93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118,"Misc",33825,1999
"Mills",93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118,"Schnapps",16395,1392
"Mills",93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118,"Tequila",17035,1135
"Mills",93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118,"Gin",10007,864
"Mills",93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118,"Vodka",98196,9867
"Mills",93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118,"Rum",65762,4558
"Mills",93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118,"Whisky",191537,13004
"Mills",93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118,"Amaretto",881,105
"Mills",93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118,"Brandy",5652,438
"Mills",93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118,"Distilled Spirits",1860,80
"Mitchell",91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148,"Whisky",145240,10670
"Mitchell",91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148,"Gin",5898,568
"Mitchell",91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148,"Vodka",85902,9601
"Mitchell",91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148,"Misc",32458,2053
"Mitchell",91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148,"Brandy",10493,982
"Mitchell",91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148,"Tequila",19926,1224
"Mitchell",91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148,"Distilled Spirits",870,41
"Mitchell",91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148,"Rum",68278,4871
"Mitchell",91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148,"Schnapps",36589,2947
"Mitchell",91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148,"Amaretto",2406,345
"Monona",90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90,"Vodka",94825,9839
"Monona",90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90,"Misc",38923,2548
"Monona",90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90,"Tequila",24847,1462
"Monona",90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90,"Whisky",206241,13328
"Monona",90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90,"Schnapps",36669,2560
"Monona",90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90,"Brandy",11059,903
"Monona",90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90,"Amaretto",3581,360
"Monona",90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90,"Distilled Spirits",3281,157
"Monona",90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90,"Rum",90078,6300
"Monona",90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90,"Gin",6230,594
"Monroe",88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45,"Vodka",54127,5225
"Monroe",88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45,"Whisky",131199,8999
"Monroe",88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45,"Rum",43068,2887
"Monroe",88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45,"Tequila",11245,736
"Monroe",88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45,"Amaretto",1542,176
"Monroe",88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45,"Misc",27582,1661
"Monroe",88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45,"Gin",4323,372
"Monroe",88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45,"Schnapps",14613,1092
"Monroe",88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45,"Brandy",6230,456
"Monroe",88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45,"Distilled Spirits",1882,92
"Montgomery",89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276,"Misc",58760,3448
"Montgomery",89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276,"Rum",68305,4989
"Montgomery",89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276,"Distilled Spirits",5795,293
"Montgomery",89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276,"Vodka",111596,11295
"Montgomery",89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276,"Whisky",261110,17185
"Montgomery",89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276,"Tequila",28010,1693
"Montgomery",89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276,"Schnapps",26506,2391
"Montgomery",89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276,"Amaretto",1459,144
"Montgomery",89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276,"Gin",15922,1366
"Montgomery",89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276,"Brandy",12463,1081
"Muscatine",86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213,"Whisky",982208,59121
"Muscatine",86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213,"Distilled Spirits",16352,792
"Muscatine",86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213,"Gin",67137,5514
"Muscatine",86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213,"Misc",286559,17109
"Muscatine",86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213,"Schnapps",142243,10822
"Muscatine",86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213,"Amaretto",11605,1196
"Muscatine",86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213,"Brandy",73492,4772
"Muscatine",86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213,"Vodka",647330,61848
"Muscatine",86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213,"Rum",455558,32482
"Muscatine",86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213,"Tequila",185165,10835
"O'Brien",92.1,20,2.7,30568,14055,13281,68,36,121,5,381,163,NA,NA,NA
"Obrien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gin",24071,2161
"Obrien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Misc",91902,5819
"Obrien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amaretto",4753,537
"Obrien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whisky",526532,40902
"Obrien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vodka",189974,19476
"Obrien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brandy",34776,3010
"Obrien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schnapps",73746,6219
"Obrien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tequila",44241,2696
"Obrien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rum",226453,15761
"Obrien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Distilled Spirits",6945,510
"Osceola",87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61,"Rum",29588,1916
"Osceola",87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61,"Whisky",110545,8338
"Osceola",87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61,"Tequila",9387,473
"Osceola",87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61,"Vodka",34161,3852
"Osceola",87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61,"Misc",17315,1022
"Osceola",87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61,"Amaretto",828,116
"Osceola",87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61,"Brandy",5382,460
"Osceola",87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61,"Schnapps",19220,1369
"Osceola",87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61,"Gin",6435,661
"Osceola",87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61,"Distilled Spirits",462,33
"Page",88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226,"Amaretto",4297,433
"Page",88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226,"Schnapps",43172,3298
"Page",88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226,"Tequila",79100,5499
"Page",88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226,"Gin",21630,1909
"Page",88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226,"Rum",164652,11592
"Page",88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226,"Whisky",505394,30826
"Page",88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226,"Distilled Spirits",6413,399
"Page",88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226,"Misc",118591,7081
"Page",88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226,"Vodka",189230,18018
"Page",88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226,"Brandy",12917,1006
"Palo Alto",93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82,"Vodka",117092,12162
"Palo Alto",93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82,"Tequila",22718,1342
"Palo Alto",93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82,"Rum",120740,8641
"Palo Alto",93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82,"Schnapps",37374,2996
"Palo Alto",93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82,"Whisky",346161,27823
"Palo Alto",93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82,"Gin",11088,939
"Palo Alto",93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82,"Distilled Spirits",3919,323
"Palo Alto",93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82,"Brandy",18435,1617
"Palo Alto",93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82,"Amaretto",2996,418
"Palo Alto",93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82,"Misc",54142,3006
"Plymouth",92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271,"Whisky",615048,42091
"Plymouth",92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271,"Distilled Spirits",5904,304
"Plymouth",92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271,"Rum",254808,17370
"Plymouth",92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271,"Tequila",79596,5499
"Plymouth",92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271,"Misc",133600,7423
