"county","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi","category","sale.dollars","sale.volume"
"Plymouth",92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271,"Vodka",268578,24143
"Plymouth",92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271,"Schnapps",90247,6991
"Plymouth",92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271,"Amaretto",4931,510
"Plymouth",92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271,"Brandy",40659,3505
"Plymouth",92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271,"Gin",27107,2090
"Pocahontas",93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99,"Whisky",137378,11377
"Pocahontas",93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99,"Misc",20774,1245
"Pocahontas",93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99,"Vodka",69946,8537
"Pocahontas",93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99,"Tequila",8547,522
"Pocahontas",93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99,"Brandy",6018,499
"Pocahontas",93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99,"Rum",60112,4487
"Pocahontas",93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99,"Distilled Spirits",1217,57
"Pocahontas",93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99,"Gin",7326,813
"Pocahontas",93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99,"Schnapps",16076,1342
"Pocahontas",93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99,"Amaretto",1703,239
"Polk",91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163,"Gin",1997056,137088
"Polk",91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163,"Distilled Spirits",265531,20152
"Polk",91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163,"Schnapps",1859058,132832
"Polk",91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163,"Vodka",16434338,1288859
"Polk",91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163,"Brandy",2661985,114798
"Polk",91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163,"Amaretto",211535,17655
"Polk",91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163,"Tequila",4764464,276985
"Polk",91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163,"Whisky",20496221,1084197
"Polk",91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163,"Misc",5464019,302997
"Polk",91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163,"Rum",6905429,487875
"Pottawattamie",90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754,"Rum",1333010,94084
"Pottawattamie",90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754,"Vodka",1952363,174938
"Pottawattamie",90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754,"Gin",209504,15392
"Pottawattamie",90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754,"Distilled Spirits",65922,6113
"Pottawattamie",90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754,"Tequila",680931,36452
"Pottawattamie",90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754,"Brandy",211829,12081
"Pottawattamie",90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754,"Misc",1008737,57186
"Pottawattamie",90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754,"Whisky",3366132,191260
"Pottawattamie",90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754,"Schnapps",489324,32581
"Pottawattamie",90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754,"Amaretto",48313,4665
"Poweshiek",93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227,"Rum",182193,12971
"Poweshiek",93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227,"Distilled Spirits",5441,279
"Poweshiek",93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227,"Misc",106197,5916
"Poweshiek",93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227,"Amaretto",5463,551
"Poweshiek",93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227,"Schnapps",63570,4699
"Poweshiek",93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227,"Vodka",269660,25468
"Poweshiek",93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227,"Gin",34843,2742
"Poweshiek",93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227,"Brandy",32554,2520
"Poweshiek",93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227,"Whisky",547662,34216
"Poweshiek",93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227,"Tequila",64016,4019
"Ringgold",90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34,"Vodka",24291,2493
"Ringgold",90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34,"Brandy",2324,220
"Ringgold",90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34,"Misc",15809,1116
"Ringgold",90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34,"Amaretto",1355,152
"Ringgold",90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34,"Gin",2131,203
"Ringgold",90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34,"Tequila",5716,418
"Ringgold",90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34,"Schnapps",9758,822
"Ringgold",90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34,"Rum",12194,920
"Ringgold",90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34,"Whisky",64896,4424
"Ringgold",90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34,"Distilled Spirits",798,42
"Sac",91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118,"Tequila",23763,1370
"Sac",91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118,"Whisky",233914,18749
"Sac",91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118,"Rum",95358,6530
"Sac",91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118,"Misc",32237,1997
"Sac",91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118,"Gin",8402,686
"Sac",91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118,"Distilled Spirits",3109,307
"Sac",91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118,"Schnapps",24668,2021
"Sac",91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118,"Amaretto",3312,468
"Sac",91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118,"Vodka",93974,9762
"Sac",91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118,"Brandy",9753,865
"Scott",93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369,"Gin",673412,48838
"Scott",93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369,"Whisky",5934418,322709
"Scott",93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369,"Distilled Spirits",86921,6882
"Scott",93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369,"Schnapps",913441,63073
"Scott",93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369,"Misc",1787323,100069
"Scott",93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369,"Brandy",1030088,46655
"Scott",93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369,"Tequila",1549269,85234
"Scott",93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369,"Rum",2260380,162336
"Scott",93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369,"Amaretto",80034,7766
"Scott",93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369,"Vodka",4988165,409536
"Shelby",91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147,"Gin",10047,656
"Shelby",91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147,"Schnapps",36161,2632
"Shelby",91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147,"Whisky",317777,21005
"Shelby",91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147,"Rum",133176,9941
"Shelby",91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147,"Brandy",11257,874
"Shelby",91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147,"Tequila",39204,2576
"Shelby",91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147,"Vodka",130789,12612
"Shelby",91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147,"Misc",58511,3392
"Shelby",91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147,"Amaretto",2298,274
"Shelby",91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147,"Distilled Spirits",2589,121
"Sioux",89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385,"Amaretto",8377,757
"Sioux",89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385,"Schnapps",75755,5529
"Sioux",89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385,"Vodka",258135,24058
"Sioux",89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385,"Gin",17898,1412
"Sioux",89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385,"Distilled Spirits",3775,170
"Sioux",89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385,"Rum",288394,19851
"Sioux",89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385,"Misc",107037,6306
"Sioux",89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385,"Whisky",567099,40635
"Sioux",89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385,"Brandy",26244,2082
"Sioux",89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385,"Tequila",65670,3625
"Story",96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575,"Vodka",1957133,170121
"Story",96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575,"Misc",701637,41109
"Story",96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575,"Whisky",2954904,173036
"Story",96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575,"Amaretto",34069,3339
"Story",96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575,"Gin",264935,19869
"Story",96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575,"Rum",1232907,93260
"Story",96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575,"Tequila",423175,26727
"Story",96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575,"Brandy",204617,10873
"Story",96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575,"Distilled Spirits",72822,7539
"Story",96.3,50.3,5.2,18959,94834,83040,2136,211,6523,29,320,2575,"Schnapps",258827,18716
"Tama",90.6,16.3,5.7,31113,17423,15442,88,1290,60,9,214,320,"Vodka",131247,14014
"Tama",90.6,16.3,5.7,31113,17423,15442,88,1290,60,9,214,320,"Misc",51452,3110
"Tama",90.6,16.3,5.7,31113,17423,15442,88,1290,60,9,214,320,"Amaretto",1628,196
"Tama",90.6,16.3,5.7,31113,17423,15442,88,1290,60,9,214,320,"Tequila",32249,2131
"Tama",90.6,16.3,5.7,31113,17423,15442,88,1290,60,9,214,320,"Whisky",243632,16779
"Tama",90.6,16.3,5.7,31113,17423,15442,88,1290,60,9,214,320,"Schnapps",37488,3474
"Tama",90.6,16.3,5.7,31113,17423,15442,88,1290,60,9,214,320,"Distilled Spirits",2046,114
"Tama",90.6,16.3,5.7,31113,17423,15442,88,1290,60,9,214,320,"Gin",10040,913
"Tama",90.6,16.3,5.7,31113,17423,15442,88,1290,60,9,214,320,"Brandy",26378,2148
"Tama",90.6,16.3,5.7,31113,17423,15442,88,1290,60,9,214,320,"Rum",86530,6228
"Taylor",90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46,"Misc",7434,510
"Taylor",90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46,"Schnapps",4789,416
"Taylor",90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46,"Rum",12792,838
"Taylor",90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46,"Vodka",19477,2311
"Taylor",90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46,"Distilled Spirits",275,13
"Taylor",90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46,"Brandy",1594,139
"Taylor",90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46,"Tequila",5730,319
"Taylor",90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46,"Gin",1060,106
"Taylor",90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46,"Amaretto",1021,70
"Taylor",90.9,13.6,3.3,30590,6209,5960,12,16,44,0,131,46,"Whisky",50673,3431
"Union",91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84,"Rum",119065,8590
"Union",91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84,"Misc",83783,4797
"Union",91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84,"Amaretto",7771,826
"Union",91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84,"Whisky",418168,27005
"Union",91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84,"Gin",20810,1899
"Union",91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84,"Brandy",16961,1459
"Union",91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84,"Distilled Spirits",5221,241
"Union",91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84,"Tequila",40951,2823
"Union",91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84,"Vodka",165844,17279
"Union",91.9,16.4,4.1,27422,12539,12208,124,35,81,7,0,84,"Schnapps",40514,3355
"Van Buren",88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92,"Whisky",83594,5163
"Van Buren",88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92,"Vodka",35484,3426
"Van Buren",88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92,"Schnapps",15390,1110
"Van Buren",88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92,"Amaretto",390,51
"Van Buren",88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92,"Distilled Spirits",625,34
"Van Buren",88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92,"Rum",27710,2023
"Van Buren",88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92,"Tequila",5630,332
"Van Buren",88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92,"Brandy",1880,162
"Van Buren",88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92,"Misc",9750,547
"Van Buren",88.3,12.7,3.7,29712,7380,7229,43,7,3,0,6,92,"Gin",2939,152
"Wapello",86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476,"Misc",213075,12056
"Wapello",86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476,"Whisky",908443,55017
"Wapello",86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476,"Amaretto",8506,807
"Wapello",86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476,"Gin",48920,3910
"Wapello",86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476,"Tequila",158762,9115
"Wapello",86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476,"Rum",353065,24246
"Wapello",86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476,"Distilled Spirits",21825,1952
"Wapello",86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476,"Vodka",475947,45393
"Wapello",86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476,"Brandy",68125,3971
"Wapello",86.3,17.6,7,27318,35242,32003,831,68,323,95,1446,476,"Schnapps",157598,11677
"Warren",95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764,"Rum",325306,23426
"Warren",95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764,"Schnapps",64437,4501
"Warren",95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764,"Amaretto",5518,668
"Warren",95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764,"Misc",203044,12041
"Warren",95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764,"Whisky",759226,48395
"Warren",95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764,"Distilled Spirits",12858,583
"Warren",95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764,"Gin",49678,4141
"Warren",95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764,"Tequila",102435,7707
"Warren",95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764,"Vodka",524316,49683
"Warren",95.6,28.8,5.2,36543,48170,46619,193,113,230,51,200,764,"Brandy",25214,1933
"Washington",90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247,"Brandy",32468,2012
"Washington",90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247,"Schnapps",68343,5320
"Washington",90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247,"Misc",132244,6995
"Washington",90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247,"Distilled Spirits",7768,701
"Washington",90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247,"Tequila",67540,3620
"Washington",90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247,"Vodka",278362,23263
"Washington",90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247,"Rum",202795,14238
"Washington",90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247,"Gin",35693,2543
"Washington",90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247,"Amaretto",5042,514
"Washington",90.8,20.9,4.2,31092,22115,21332,195,49,103,11,178,247,"Whisky",597736,36989
"Wayne",89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73,"Rum",12854,947
"Wayne",89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73,"Brandy",1542,145
"Wayne",89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73,"Distilled Spirits",712,37
"Wayne",89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73,"Schnapps",6641,593
"Wayne",89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73,"Vodka",18898,1860
"Wayne",89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73,"Misc",8677,602
"Wayne",89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73,"Amaretto",762,52
"Wayne",89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73,"Whisky",48401,3269
"Wayne",89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73,"Gin",2629,248
"Wayne",89.2,13.1,3,26887,6403,6264,41,21,4,0,0,73,"Tequila",3306,228
"Webster",90.6,20.6,6.6,25615,37050,33912,1672,140,433,3,380,510,"Rum",524140,36895
"Webster",90.6,20.6,6.6,25615,37050,33912,1672,140,433,3,380,510,"Gin",79048,6402
"Webster",90.6,20.6,6.6,25615,37050,33912,1672,140,433,3,380,510,"Vodka",797751,72564
"Webster",90.6,20.6,6.6,25615,37050,33912,1672,140,433,3,380,510,"Tequila",204349,12497
"Webster",90.6,20.6,6.6,25615,37050,33912,1672,140,433,3,380,510,"Amaretto",16008,1649
"Webster",90.6,20.6,6.6,25615,37050,33912,1672,140,433,3,380,510,"Misc",323715,19383
"Webster",90.6,20.6,6.6,25615,37050,33912,1672,140,433,3,380,510,"Whisky",1142636,76594
"Webster",90.6,20.6,6.6,25615,37050,33912,1672,140,433,3,380,510,"Schnapps",156437,10873
"Webster",90.6,20.6,6.6,25615,37050,33912,1672,140,433,3,380,510,"Brandy",157302,8678
"Webster",90.6,20.6,6.6,25615,37050,33912,1672,140,433,3,380,510,"Distilled Spirits",15528,808
"Winnebago",91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172,"Rum",137615,10145
"Winnebago",91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172,"Brandy",17222,1412
"Winnebago",91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172,"Distilled Spirits",3310,144
"Winnebago",91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172,"Amaretto",3298,311
"Winnebago",91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172,"Tequila",31700,1877
"Winnebago",91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172,"Schnapps",33579,2477
"Winnebago",91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172,"Misc",50938,2971
"Winnebago",91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172,"Whisky",255964,19704
"Winnebago",91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172,"Vodka",146151,15020
"Winnebago",91,21.6,6.6,28874,10580,10088,79,81,119,1,40,172,"Gin",8734,703
"Winneshiek",94.4,27.6,2.5,26460,20789,20124,178,41,244,0,72,130,"Whisky",430894,28228
"Winneshiek",94.4,27.6,2.5,26460,20789,20124,178,41,244,0,72,130,"Gin",48167,3395
"Winneshiek",94.4,27.6,2.5,26460,20789,20124,178,41,244,0,72,130,"Misc",123091,6948
"Winneshiek",94.4,27.6,2.5,26460,20789,20124,178,41,244,0,72,130,"Rum",197902,13310
"Winneshiek",94.4,27.6,2.5,26460,20789,20124,178,41,244,0,72,130,"Distilled Spirits",3864,175
"Winneshiek",94.4,27.6,2.5,26460,20789,20124,178,41,244,0,72,130,"Vodka",302431,28006
"Winneshiek",94.4,27.6,2.5,26460,20789,20124,178,41,244,0,72,130,"Tequila",63072,4225
"Winneshiek",94.4,27.6,2.5,26460,20789,20124,178,41,244,0,72,130,"Brandy",48442,4024
"Winneshiek",94.4,27.6,2.5,26460,20789,20124,178,41,244,0,72,130,"Amaretto",6755,629
"Winneshiek",94.4,27.6,2.5,26460,20789,20124,178,41,244,0,72,130,"Schnapps",79322,6261
"Woodbury",85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061,"Whisky",3186676,195163
"Woodbury",85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061,"Distilled Spirits",40457,3296
"Woodbury",85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061,"Rum",1295409,90890
"Woodbury",85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061,"Amaretto",37065,3158
"Woodbury",85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061,"Vodka",1864576,156863
"Woodbury",85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061,"Gin",208565,15069
"Woodbury",85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061,"Tequila",721903,39378
"Woodbury",85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061,"Misc",870036,48810
"Woodbury",85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061,"Schnapps",526066,34206
"Woodbury",85.7,21.7,5,27239,102426,88291,3149,1570,2832,133,3390,3061,"Brandy",396379,20792
"Worth",92.3,15.3,6.3,28517,7562,7347,68,6,14,1,5,121,"Brandy",10054,785
"Worth",92.3,15.3,6.3,28517,7562,7347,68,6,14,1,5,121,"Schnapps",11315,769
"Worth",92.3,15.3,6.3,28517,7562,7347,68,6,14,1,5,121,"Gin",5099,386
"Worth",92.3,15.3,6.3,28517,7562,7347,68,6,14,1,5,121,"Misc",19159,1228
"Worth",92.3,15.3,6.3,28517,7562,7347,68,6,14,1,5,121,"Tequila",11127,888
"Worth",92.3,15.3,6.3,28517,7562,7347,68,6,14,1,5,121,"Distilled Spirits",678,33
"Worth",92.3,15.3,6.3,28517,7562,7347,68,6,14,1,5,121,"Amaretto",571,68
"Worth",92.3,15.3,6.3,28517,7562,7347,68,6,14,1,5,121,"Whisky",75721,5707
"Worth",92.3,15.3,6.3,28517,7562,7347,68,6,14,1,5,121,"Vodka",41310,4552
"Worth",92.3,15.3,6.3,28517,7562,7347,68,6,14,1,5,121,"Rum",43419,3256
"Wright",90,17,6.2,30756,12891,12022,63,26,73,0,530,177,"Rum",110098,7781
"Wright",90,17,6.2,30756,12891,12022,63,26,73,0,530,177,"Vodka",156735,17132
"Wright",90,17,6.2,30756,12891,12022,63,26,73,0,530,177,"Misc",46374,2730
"Wright",90,17,6.2,30756,12891,12022,63,26,73,0,530,177,"Whisky",287821,21560
"Wright",90,17,6.2,30756,12891,12022,63,26,73,0,530,177,"Gin",10143,844
"Wright",90,17,6.2,30756,12891,12022,63,26,73,0,530,177,"Distilled Spirits",1452,69
"Wright",90,17,6.2,30756,12891,12022,63,26,73,0,530,177,"Tequila",33032,2024
"Wright",90,17,6.2,30756,12891,12022,63,26,73,0,530,177,"Amaretto",2150,210
"Wright",90,17,6.2,30756,12891,12022,63,26,73,0,530,177,"Schnapps",27088,2057
"Wright",90,17,6.2,30756,12891,12022,63,26,73,0,530,177,"Brandy",9258,749
